Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	tree_length
5364	-2359.118	-2430.926	71.8087	0.236541	0.424882	0.575117	0.76346	2.51563	0.100722	0.0776763	0.0633022	0.0566793	0.0626582	0.114689	0.0207521	0.0169614	0.0637346	0.029117	0.066132	0.142627	0.015122	0.0236209	0.00161834	0.0297645	0.00550884	0.0448746	0.0315567	0.0147344	0.0391055	0.0296914	0.00561379	0.00677689	0.0188243	0.00783858	0.00705733	0.0132423	0.011638	0.0104528	0.022056	0.161987	0.0539474	0.00185698	0.0740386	0.00152483	0.0112997	0.0294088	0.00756296	0.0132081	0.00276803	0.00482563	0.0175871	0.129506	0.0205757	0.00518986	0.0112185	0.0175222	0.0182781	0.0126045	0.00477602	0.171175	0.100048	0.484181	0.244596	0.135567	0.377355	0.737826	1.35533	2.65003	7.37641	1.444899	0.0574297	0.0442894	0.0360936	0.0323174	0.0357264	0.0653933	0.0118324	0.00967107	0.0363401	0.0166019	0.0377071	0.0813231	0.00862223	0.0134681	0.000922744	0.0169711	0.00314103	0.0255866	0.017993	0.00840127	0.0222972	0.0169294	0.00320087	0.00386404	0.0107332	0.0044694	0.00402395	0.00755051	0.00663574	0.00595996	0.0125759	0.0923614	0.0307597	0.00105881	0.0422153	0.000869429	0.00644284	0.0167683	0.00431224	0.00753101	0.00157828	0.00275148	0.0100278	0.0738415	0.0117318	0.00295915	0.00639659	0.0099908	0.0104218	0.00718684	0.00272319	1.753834
5400	-2368.734	-2439.926	71.19163	0.248956	0.42924	0.570761	0.751043	2.813676	0.0737443	0.057821	0.034122	0.0487514	0.0409565	0.0694683	0.0643708	0.0255257	0.036067	0.0508496	0.0919188	0.0949784	0.0244014	0.0217847	0.00194505	0.061028	0.0126165	0.122967	0.0488776	0.0289003	0.0129089	0.0182387	0.00497749	0.0163988	0.0110316	0.0217352	0.00877777	0.00417956	0.0129588	0.00205763	0.00742071	0.0189335	0.00689931	0.0667211	0.0795844	0.0229372	0.0115968	0.0182201	0.0293952	0.213222	0.0122489	0.00376568	0.0243619	0.00232445	0.0313133	0.0110039	0.00484011	0.0281667	0.253945	0.0103112	0.0266306	0.195973	0.0175015	0.714351	0.0721749	0.126087	0.364246	0.729732	1.37037	2.7454	7.93102	1.497318	0.0367216	0.0287924	0.0169913	0.0242762	0.0203946	0.0345923	0.032054	0.0127107	0.0179599	0.025321	0.0457717	0.0472952	0.0121509	0.0108479	0.000968551	0.0303894	0.0062825	0.0612325	0.024339	0.0143911	0.00642811	0.0090821	0.00247858	0.00816592	0.00549326	0.0108232	0.00437096	0.00208125	0.00645292	0.00102461	0.0036952	0.00942809	0.00343557	0.0332243	0.0396297	0.0114218	0.00577472	0.00907286	0.0146376	0.106176	0.00609945	0.00187515	0.0121312	0.00115748	0.0155927	0.00547949	0.00241017	0.0140258	0.126454	0.00513452	0.0132609	2.008202
5436	-2373.477	-2446.839	73.36193	0.119283	0.371597	0.628403	0.880717	0.9540176	0.0687741	0.0414393	0.00948446	0.0274046	0.0415689	0.0808544	0.0202026	0.00911654	0.0432756	0.0160851	0.0451063	0.0352782	0.0176749	0.0143188	0.00201532	0.0167152	0.00339227	0.0272308	0.0288332	0.00935706	0.0110208	0.00441195	0.00417146	0.0202525	0.0164606	0.00489929	0.00355748	0.00403009	0.00554216	0.00147515	0.0107016	0.00188044	0.0134436	0.00849266	0.0280401	0.00520164	0.00409092	0.0246649	0.00649952	0.0672463	0.0145744	0.0072398	0.0077131	0.0030869	0.0239481	0.00363794	0.0052994	0.062538	0.145262	0.00803091	0.0224791	0.113288	0.0579574	0.765059	0.0636951	0.0628122	0.2593	0.656323	1.52364	3.85653	15.9205	2.001169	0.0620693	0.0373994	0.00855983	0.0247329	0.0375164	0.0729719	0.018233	0.00822777	0.0390567	0.014517	0.0407089	0.0318389	0.0159517	0.0129229	0.00181885	0.0150856	0.00306156	0.0245761	0.0260223	0.00844485	0.00994635	0.00398183	0.00376479	0.0182781	0.0148559	0.00442166	0.00321066	0.0036372	0.00500186	0.00133134	0.00965833	0.00169712	0.012133	0.00766471	0.0253065	0.00469454	0.00369209	0.0222603	0.00586589	0.0606905	0.0131535	0.00653399	0.00696115	0.00278596	0.0216135	0.00328328	0.00478277	0.0564412	0.131101	0.00724798	0.0202876	1.10802
5472	-2357.123	-2429.21	72.08673	0.234491	0.424146	0.575853	0.76551	2.470325	0.0590642	0.0357765	0.00955686	0.0534918	0.034869	0.0456368	0.0374477	0.00495628	0.0218287	0.0224722	0.0409647	0.0740586	0.0111459	0.0109047	0.00263022	0.0214419	0.00676248	0.0561398	0.0298947	0.0159431	0.0165247	0.0126642	0.0062025	0.0341404	0.0142348	0.00171805	0.00132093	0.000181135	0.00469355	0.0130519	0.0108379	0.00732552	0.0159458	0.0116595	0.028743	0.000916768	0.00655136	0.0321959	0.0266047	0.10079	0.00854283	0.00559197	0.0455221	0.00720203	0.0231756	0.00751349	0.0044751	0.00908413	0.167199	0.0164352	0.0132648	0.113995	0.340539	0.288725	0.256741	0.0756269	0.283875	0.675128	1.4812	3.52267	13.2228	1.866922	0.047278	0.0286373	0.0076498	0.0428176	0.0279109	0.03653	0.0299751	0.00396726	0.0174728	0.0179879	0.0327902	0.0592803	0.00892177	0.00872864	0.00210537	0.0171632	0.00541303	0.0449372	0.0239292	0.0127617	0.0132272	0.0101371	0.00496479	0.0273277	0.0113943	0.00137522	0.00105734	0.00014499	0.00375696	0.0104474	0.0086752	0.00586372	0.0127638	0.00933287	0.0230074	0.000733828	0.00524404	0.0257713	0.0212957	0.0806778	0.00683812	0.0044761	0.0364382	0.00576487	0.0185509	0.00601418	0.00358209	0.0072714	0.133835	0.0131556	0.0106179	1.249296
5508	-2360.265	-2432.415	72.15005	0.153182	0.390147	0.609853	0.846817	1.256643	0.12653	0.0849661	0.0453755	0.0867761	0.0637156	0.117239	0.0472877	0.0296528	0.0298568	0.031001	0.0822638	0.117094	0.0288297	0.0413262	0.00429771	0.0148135	0.0152264	0.0578213	0.0144259	0.0221264	0.0171002	0.0175715	0.00999387	0.0467367	0.0158506	0.00080772	0.00211741	0.00116064	0.00114653	0.0340356	0.0179326	0.00529302	0.0131403	0.00676751	0.0664653	0.00594785	0.00216043	0.0357264	0.0297677	0.174934	0.00938171	0.00446814	0.0851971	0.00659385	0.0131912	0.0196055	0.0158529	0.00597894	0.220873	0.029481	0.0317241	0.178398	0.300767	0.302911	0.217924	0.0933623	0.314594	0.69712	1.43447	3.1787	10.711	1.71459	0.0630244	0.0423216	0.0226015	0.0432232	0.0317367	0.0583969	0.023554	0.0147701	0.0148717	0.0154416	0.0409756	0.0583247	0.0143601	0.0205846	0.00214069	0.00737863	0.00758425	0.0288008	0.00718553	0.0110212	0.0085176	0.00875234	0.00497795	0.0232795	0.0078952	0.000402325	0.00105468	0.000578113	0.000571085	0.0169531	0.00893222	0.00263645	0.00654517	0.0033709	0.0331064	0.00296262	0.00107611	0.0177953	0.0148273	0.0871346	0.00467303	0.00222558	0.0424367	0.00328439	0.00657055	0.00976552	0.00789635	0.00297811	0.110017	0.0146845	0.0158018	2.007629
5544	-2374.121	-2444.103	69.9816	0.222815	0.419873	0.580127	0.777184	2.230874	0.192381	0.107998	0.0396117	0.107543	0.0406718	0.221284	0.0475011	0.000824166	0.0537555	0.0400159	0.075568	0.194765	0.016296	0.0311709	0.00638737	0.0961962	0.0107998	0.110763	0.0479254	0.0078209	0.000125938	0.0117521	0.0365872	0.0806232	0.0385737	0.00162928	0.00176838	0.070117	0.0240621	0.0162819	0.0762337	0.0316384	0.408771	0.103303	0.028257	0.0340658	0.00934035	0.231901	0.00218198	0.00109056	0.0199065	0.0370179	0.0292924	0.0075685	0.0162794	0.0250667	0.0115859	0.0256282	0.0372921	0.112357	0.0125327	0.0723289	0.610721	0.0435088	0.273441	0.121382	0.357553	0.725522	1.37832	2.79679	8.23843	1.524815	0.064296	0.0360943	0.0132387	0.0359423	0.013593	0.0739559	0.0158755	0.000275447	0.0179658	0.0133738	0.0252558	0.0650929	0.00544632	0.0104177	0.00213474	0.03215	0.00360944	0.0370184	0.0160173	0.00261384	4.20901e-05	0.00392769	0.0122279	0.0269453	0.0128918	0.000544526	0.000591014	0.023434	0.00804185	0.00544161	0.0254782	0.0105739	0.136616	0.0345251	0.00944383	0.0113852	0.00312166	0.0775041	0.000729244	0.00036448	0.00665299	0.0123718	0.00978987	0.00252949	0.00544076	0.00837762	0.00387214	0.00856527	0.0124635	0.037551	0.00418857	2.992109
5580	-2357.532	-2430.386	72.85343	0.0885542	0.35065	0.64935	0.911446	0.7336204	0.147922	0.0952225	0.0491368	0.0363492	0.064323	0.158077	0.0696805	0.0148051	0.067307	0.0270775	0.0541117	0.141312	0.0126155	0.035066	0.00598413	0.0206645	0.00990245	0.010407	0.0500088	0.0186823	0.0224887	0.0205468	0.00725685	0.0289299	0.0219663	0.00502615	0.00555919	0.0243707	0.00647796	0.0462002	0.00557928	0.170286	0.0431625	0.044687	0.0470296	0.0250186	0.00610702	0.0255146	0.00839679	0.00479095	0.0117845	0.00366028	0.0215477	0.151079	0.0139882	0.0113654	0.044122	0.0159128	0.03687	0.0149005	0.0338545	0.224857	0.0747524	0.587324	0.113067	0.122315	0.358891	0.726368	1.37671	2.78636	8.17558	1.519278	0.0733326	0.0472068	0.0243597	0.0180202	0.0318883	0.0783671	0.0345443	0.00733966	0.0333676	0.0134238	0.026826	0.0700557	0.00625416	0.0173841	0.00296665	0.0102445	0.00490917	0.00515932	0.024792	0.0092618	0.0111488	0.0101861	0.0035976	0.0143421	0.0108899	0.00249173	0.00275598	0.0120818	0.00321147	0.0229039	0.00276594	0.0844199	0.0213979	0.0221537	0.023315	0.012403	0.00302757	0.0126489	0.00416273	0.00237513	0.00584219	0.0018146	0.0106823	0.0748979	0.0069347	0.00563441	0.0218736	0.00788881	0.0182784	0.00738697	0.0167834	2.017135
5616	-2359.363	-2431.885	72.52195	0.154818	0.390956	0.609045	0.845182	1.273305	0.106045	0.102011	0.00990131	0.02871	0.0745923	0.117654	0.0513946	0.0237738	0.0400507	0.0293547	0.0378645	0.0887199	0.0222218	0.0263186	0.00719355	0.0312104	0.0180599	0.0454252	0.0178542	0.0213732	0.00406156	0.0261802	0.00531321	0.00262736	0.0231776	0.0113172	0.00251354	0.0160816	0.0176379	0.0481412	0.00379016	0.261781	0.0134853	0.0275106	0.0412739	0.0382095	0.00495442	0.0191089	0.00307777	0.0869097	0.000910567	0.00862167	0.0122255	0.165349	0.0297711	0.00652142	0.0114915	0.017754	0.0084875	0.0358444	0.0431694	0.203856	0.0927823	0.611138	0.0922237	0.127051	0.365602	0.730578	1.36878	2.73522	7.87084	1.49181	0.0559007	0.0537739	0.00521938	0.0151342	0.0393206	0.0620201	0.0270922	0.0125321	0.0211123	0.0154741	0.0199599	0.0467678	0.011714	0.0138736	0.00379201	0.0164523	0.00952009	0.0239455	0.00941168	0.0112667	0.00214101	0.0138006	0.00280081	0.00138499	0.0122178	0.00596578	0.00132499	0.00847724	0.00929764	0.0253772	0.00199795	0.137995	0.00710865	0.014502	0.0217571	0.0201418	0.00261167	0.0100731	0.00162242	0.0458136	0.000479997	0.00454483	0.00644457	0.0871624	0.0156936	0.0034377	0.00605764	0.00935885	0.0044741	0.018895	0.0227563	1.897028
5652	-2367.312	-2438.78	71.46777	0.249524	0.429435	0.570565	0.750477	2.828341	0.102	0.0522454	0.00660061	0.0768081	0.0853496	0.0949131	0.0368598	0.0127176	0.0288926	0.0176772	0.0619147	0.0602193	0.0153977	0.0142854	0.00123138	0.0312128	0.00841906	0.0485836	0.0189673	0.0153188	0.0249877	0.0117538	0.00746128	0.0015586	0.0114826	0.00554934	0.00418811	0.0135069	0.0143663	0.00647907	0.00316301	0.260034	0.0139549	0.00419536	0.0624747	0.0970214	0.00851172	0.0267996	0.00720756	0.0280511	0.0063198	0.00204945	0.0258686	0.147072	0.0170818	0.001079	0.016692	0.00502655	0.0310014	0.0163773	0.0584484	0.193816	0.0576664	0.584472	0.164045	0.106376	0.335265	0.711099	1.40627	2.98271	9.40064	1.620236	0.0589808	0.0302105	0.00381675	0.0444137	0.0493528	0.0548828	0.0213139	0.00735385	0.0167069	0.0102217	0.0358017	0.0348213	0.00890361	0.0082604	0.000712038	0.0180486	0.00486826	0.0280931	0.0109677	0.00885796	0.0144489	0.00679655	0.00431443	0.000901248	0.00663974	0.00320887	0.00242174	0.00781028	0.00830719	0.00374647	0.00182899	0.150363	0.00806934	0.00242594	0.0361255	0.0561019	0.00492184	0.0154967	0.00416772	0.0162204	0.00365438	0.00118508	0.0149584	0.0850434	0.0098774	0.000623925	0.00965205	0.00290657	0.0179264	0.00947007	0.0337973	1.729378
5688	-2362.688	-2435.5	72.8121	0.172405	0.39925	0.60075	0.827595	1.467398	0.091433	0.0452503	0.0110972	0.0271905	0.00602915	0.0586281	0.0102449	0.00286586	0.0357465	0.011845	0.0311522	0.0944171	0.0130114	0.00838527	0.00268945	0.0042628	0.00647675	0.05577	0.0126093	0.00269038	0.00897861	0.00865117	0.00131081	0.009328	0.00675952	0.000411832	0.00272195	0.00790436	0.0200851	0.0288867	0.00186452	0.121401	0.00408463	0.00034695	0.0324829	0.0312947	0.00563364	0.017878	0.00545501	0.0297437	0.00300894	0.000347474	0.00651372	0.134309	0.0157082	0.000997372	0.00519739	0.00359532	0.0139818	0.00418781	0.0259451	0.129354	0.183712	0.596077	0.0908573	0.0558025	0.24476	0.644612	1.55132	4.08564	17.9203	2.086731	0.0838213	0.0414832	0.0101734	0.0249269	0.00552722	0.0537473	0.00939205	0.00262728	0.0327706	0.0108589	0.0285587	0.0865569	0.0119282	0.0076872	0.00246556	0.00390792	0.00593756	0.0511272	0.0115595	0.0024664	0.00823114	0.00793096	0.00120169	0.00855145	0.00619679	0.000377548	0.00249535	0.00724633	0.018413	0.0264819	0.0017093	0.111294	0.00374459	0.000318066	0.0297787	0.0286894	0.00516464	0.0163897	0.00500088	0.0272675	0.00275845	0.000318547	0.00597146	0.123127	0.0144005	0.000914341	0.00476471	0.00329601	0.0128178	0.00383918	0.0237852	1.09081
5724	-2371.439	-2443.818	72.37883	0.230722	0.422784	0.577216	0.769278	2.389698	0.0699216	0.0525761	0.0138787	0.0397389	0.0261817	0.0486348	0.0550807	0.000558553	0.0280736	0.0128138	0.0342362	0.045931	0.0180125	0.0205717	0.00611633	0.00965387	0.0127057	0.0605373	0.026218	0.0258704	0.0180155	0.0157207	0.00526233	0.0217504	0.00823192	0.00863915	0.00183155	0.0153059	0.0242364	0.0221952	0.00421046	0.0162428	0.159463	0.0106317	0.00215811	0.0103428	0.00131018	0.0127293	0.00486326	0.0142715	0.10397	0.0528289	0.00112083	0.0047081	0.00858334	0.0110131	0.0119158	0.00337058	0.000917741	0.00316067	0.0114591	0.185636	0.296944	0.27398	0.24344	0.0965555	0.319796	0.700696	1.42715	3.12699	10.3567	1.690272	0.0583764	0.0438949	0.0115871	0.0331773	0.0218587	0.0406044	0.045986	0.000466326	0.0234382	0.0106981	0.0285832	0.038347	0.0150383	0.017175	0.00510642	0.00805986	0.0106077	0.0505416	0.021889	0.0215988	0.0150408	0.013125	0.00439343	0.018159	0.00687269	0.00721268	0.00152913	0.0127786	0.0202345	0.0185304	0.00351525	0.0135609	0.133133	0.0088762	0.00180177	0.00863502	0.00109385	0.0106275	0.00406025	0.0119151	0.0868032	0.044106	0.000935764	0.00393072	0.00716609	0.00919464	0.00994827	0.00281404	0.000766207	0.00263879	0.00956702	1.197772
5760	-2363.27	-2435.891	72.62138	0.17743	0.401497	0.598503	0.822571	1.528399	0.0955482	0.0387983	0.0237625	0.0385833	0.0321582	0.0694589	0.0581886	0.0123764	0.0422348	0.0194129	0.0494472	0.14967	0.0202216	0.0121107	0.00470682	0.0139658	0.00723893	0.0409174	0.0260895	0.0169649	0.0189321	0.00960368	0.00700654	0.0288494	0.0122626	0.0113744	0.00714418	0.00149098	0.0637939	0.0400305	0.00983149	0.0105348	0.191979	0.0269105	0.0110957	0.00741361	0.00762785	0.00908374	0.00925083	0.00931631	0.0868363	0.0197277	0.00276765	0.0136221	0.0103754	0.0143473	0.00555635	0.00900423	0.00188828	0.0150755	0.023913	0.333521	0.0285948	0.417755	0.220129	0.0868664	0.303721	0.689512	1.4503	3.29249	11.5119	1.766735	0.0650651	0.0264203	0.0161815	0.0262739	0.0218986	0.0472992	0.0396245	0.00842794	0.0287605	0.0132196	0.0336719	0.10192	0.0137702	0.00824695	0.00320519	0.00951025	0.00492947	0.0278634	0.0177661	0.0115525	0.0128922	0.00653979	0.00477122	0.0196455	0.00835039	0.0077456	0.00486495	0.00101531	0.0434416	0.0272595	0.00669492	0.00717382	0.130731	0.0183252	0.00755581	0.00504842	0.00519431	0.00618573	0.00629951	0.0063441	0.0591327	0.0134339	0.00188468	0.00927617	0.00706533	0.00977001	0.00378369	0.00613158	0.00128586	0.0102659	0.0162839	1.4685
5796	-2365.554	-2438.628	73.0748	0.0797489	0.343566	0.656434	0.920251	0.6771943	0.0499215	0.0674386	0.0463439	0.0464368	0.0359402	0.179841	0.053918	0.0178229	0.0371208	0.013875	0.0442895	0.155594	0.0310249	0.0243897	0.0134641	0.0236251	0.0147615	0.076707	0.0228838	0.0170357	0.00703534	0.0194796	0.0051472	0.0356159	0.0146205	0.00647559	0.00442138	0.00337187	0.0358309	0.0506219	0.00131861	0.0172687	0.194615	0.0341811	0.0364828	0.0260225	0.00292072	0.0134033	0.00168171	0.00799062	0.111433	0.0140925	0.00214368	0.012841	0.0100214	0.00465852	0.0372154	0.00808394	0.000778627	0.0307408	0.0329033	0.109467	0.320551	0.5188	0.0511819	0.0899522	0.308936	0.693184	1.44262	3.23691	11.117	1.741495	0.0284315	0.0384079	0.026394	0.0264469	0.0204688	0.102424	0.0307076	0.0101506	0.0211412	0.00790214	0.0252239	0.0886143	0.0176694	0.0138905	0.00766815	0.0134551	0.00840702	0.0436865	0.0130329	0.00970223	0.00400679	0.0110941	0.00293145	0.0202841	0.00832671	0.003688	0.00251808	0.00192036	0.0204066	0.0288304	0.000750978	0.00983496	0.110838	0.019467	0.0207779	0.0148204	0.00166342	0.00763349	0.000957773	0.00455085	0.063464	0.00802603	0.00122088	0.00731324	0.00570742	0.00265314	0.0211951	0.004604	0.000443447	0.0175076	0.0187392	1.755852
5832	-2361.215	-2432.639	71.42426	0.236435	0.424844	0.575155	0.763565	2.513264	0.108931	0.0807627	0.0375383	0.068807	0.0573213	0.131142	0.0445955	0.0283176	0.0507783	0.0235357	0.0312538	0.144613	0.012656	0.0125404	0.00445678	0.0232636	0.0117511	0.116735	0.0398365	0.0241326	0.0268412	0.0340579	0.014642	0.0803937	0.0113293	0.010705	0.00339031	0.00663466	0.00079107	0.00242151	0.0200521	0.0160691	0.000596887	0.0120139	0.0309491	0.00911176	0.00351967	0.031516	0.0262933	0.192472	0.00468727	0.0547085	0.00247823	0.016091	0.0235808	0.0115165	0.0038035	0.022131	0.192695	0.0190432	0.0257465	0.238121	0.398169	0.231381	0.13233	0.121373	0.357539	0.725513	1.37834	2.7969	8.23909	1.524873	0.0554851	0.0411372	0.0191205	0.0350475	0.0291971	0.0667984	0.0227151	0.0144238	0.0258644	0.0119881	0.0159194	0.07366	0.00644648	0.00638756	0.0022701	0.0118495	0.00598555	0.0594601	0.0202911	0.0122921	0.0136718	0.0173477	0.00745804	0.0409493	0.00577067	0.0054527	0.00172689	0.00337943	0.000402939	0.00123342	0.0102137	0.00818493	0.00030403	0.00611942	0.0157642	0.00464116	0.00179278	0.016053	0.0133927	0.0980374	0.00238751	0.0278663	0.00126231	0.0081961	0.0120111	0.00586602	0.00193735	0.0112727	0.0981511	0.00969985	0.0131142	1.96325
5868	-2368.183	-2440.496	72.31316	0.171716	0.398937	0.601062	0.828284	1.459243	0.0377227	0.0605473	0.0521284	0.0330232	0.0640422	0.107368	0.0758925	0.0279849	0.030785	0.0202261	0.0613448	0.150979	0.0198724	0.00920827	0.0209706	0.0193406	0.0261704	0.065277	0.0243412	0.0151417	0.0106297	0.016111	0.0113949	0.0367525	0.018174	0.00561713	0.00562073	0.00427379	0.00211372	0.0192428	0.0221292	0.0127006	0.0130729	0.0371525	0.0515218	0.00681607	0.000616948	0.0492947	0.0654138	0.142839	0.00456718	0.0197398	0.00257032	0.0297302	0.0149581	0.0118702	0.00565619	0.0158077	0.190133	0.0237134	0.0344427	0.14073	0.384807	0.377251	0.097212	0.099979	0.325277	0.70442	1.41961	3.0743	10.0021	1.665079	0.0208754	0.0335063	0.0288474	0.0182747	0.0354403	0.0594164	0.0419982	0.0154866	0.0170361	0.0111929	0.0339476	0.0835503	0.0109972	0.00509577	0.0116049	0.0107029	0.0144824	0.0361236	0.0134702	0.00837925	0.00588238	0.00891568	0.00630583	0.0203385	0.0100573	0.00310846	0.00311046	0.00236507	0.00116971	0.0106488	0.0122461	0.00702837	0.00723444	0.0205598	0.0285116	0.00377195	0.000341413	0.0272792	0.0361994	0.0790457	0.00252743	0.0109238	0.00142239	0.0164524	0.00827767	0.00656886	0.00313008	0.0087478	0.105218	0.0131228	0.0190603	1.807043
5904	-2365.047	-2436.362	71.3144	0.281588	0.440033	0.559967	0.718412	3.849935	0.0593714	0.0493874	0.0397654	0.0409131	0.0501041	0.0702391	0.0540307	0.0108903	0.0372592	0.0232376	0.0239722	0.0836808	0.0226398	0.0102343	0.00555474	0.0241159	0.0107282	0.0305411	0.0256522	0.0125379	0.01609	0.0136721	0.00265398	0.00304702	0.0137466	0.00209275	0.00149142	0.00596788	0.00197584	0.0149945	0.0086477	0.000679804	0.00203692	0.00283859	0.0241119	0.00797965	0.00391139	0.0274771	0.0383144	0.143227	0.0137555	0.011991	0.0230991	0.00493051	0.00377841	0.00958856	0.000572149	0.0176256	0.129235	0.0108093	0.00667656	0.489817	0.0676216	0.24097	0.201592	0.0795462	0.290957	0.680338	1.46986	3.43693	12.5713	1.830389	0.047426	0.0394508	0.0317647	0.0326815	0.0400232	0.0561072	0.0431599	0.00869923	0.0297627	0.0185623	0.019149	0.0668444	0.0180847	0.0081752	0.00443714	0.0192639	0.00856974	0.0243963	0.0204911	0.0100153	0.0128527	0.0109213	0.00212001	0.00243396	0.0109808	0.00167169	0.00119135	0.00476716	0.00157831	0.0119776	0.00690781	0.000543029	0.0016271	0.00226747	0.0192607	0.00637417	0.00312443	0.0219488	0.0306056	0.11441	0.0109879	0.00957845	0.0184516	0.0039385	0.0030182	0.00765937	0.000457034	0.0140794	0.103233	0.00863447	0.00533325	1.251874
5940	-2359.134	-2432.683	73.54937	0.0828895	0.346162	0.653838	0.917111	0.6970382	0.108927	0.0641017	0.0198966	0.0143434	0.00676466	0.0780446	0.0541319	0.0123532	0.0562474	0.0160368	0.0301274	0.0720789	0.016614	0.0321666	0.00268047	0.0192736	0.00582767	0.0521526	0.0286078	0.0171252	0.0131874	0.0124908	0.00406174	0.0110337	0.00895106	0.00394596	0.00148396	0.0105787	0.000260076	0.010427	0.0137052	0.00027221	0.00387882	0.000686495	0.0407768	0.0140712	0.00459564	0.0379608	0.0341817	0.138643	0.0198274	0.0102933	0.00852522	0.0148896	0.0141822	0.0086029	0.000213768	0.0468366	0.150716	0.0115968	0.00769465	0.117786	0.267569	0.547932	0.066713	0.0859454	0.302147	0.688395	1.45266	3.30965	11.6353	1.774442	0.0797374	0.0469241	0.0145648	0.0104998	0.00495191	0.0571307	0.039626	0.00904283	0.0411745	0.0117394	0.022054	0.0527637	0.0121619	0.0235468	0.00196217	0.0141088	0.004266	0.0381771	0.0209416	0.0125361	0.00965349	0.00914362	0.0029733	0.00807697	0.0065524	0.00288855	0.0010863	0.00774388	0.000190382	0.00763284	0.0100326	0.000199265	0.0028394	0.000502532	0.0298496	0.0103005	0.00336413	0.0277883	0.0250219	0.10149	0.0145141	0.00753495	0.00624068	0.0108996	0.0103817	0.00629755	0.000156484	0.0342856	0.110328	0.00848913	0.00563268	1.366072
5976	-2370.762	-2443.182	72.41967	0.215792	0.417224	0.582776	0.784209	2.100519	0.0653301	0.0423509	0.0298469	0.00951822	0.0107924	0.0627007	0.0337128	0.0133794	0.0394008	0.00564456	0.0399663	0.119857	0.0131602	0.00925727	0.00235909	0.0108434	0.00846799	0.0327741	0.0145874	0.00779403	0.00388125	0.0069605	0.0069818	0.0170562	0.0113236	0.00459192	0.00149738	0.00959629	0.0047466	0.0124539	0.00498167	0.00131786	0.000721978	0.0105213	0.014534	0.00873965	0.0136772	0.0105372	0.0105616	0.0857721	0.0155109	0.00238584	0.00777223	0.0172856	0.0139097	0.00911254	0.00758427	0.00921906	0.100547	0.00371811	0.00841617	0.0351078	0.506747	0.226649	0.231497	0.0578079	0.249011	0.648084	1.54301	4.01589	17.2987	2.061202	0.0648336	0.042029	0.02962	0.00944588	0.0107104	0.0622241	0.0334565	0.0132777	0.0391013	0.00560166	0.0396625	0.118946	0.0130602	0.00918691	0.00234116	0.010761	0.00840363	0.032525	0.0144766	0.00773479	0.00385175	0.0069076	0.00692873	0.0169265	0.0112375	0.00455702	0.00148599	0.00952335	0.00471053	0.0123592	0.0049438	0.00130784	0.00071649	0.0104413	0.0144235	0.00867322	0.0135732	0.0104571	0.0104813	0.0851202	0.015393	0.00236771	0.00771315	0.0171543	0.0138039	0.00904328	0.00752663	0.00914899	0.0997829	0.00368985	0.0083522	1.007659
