Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	tree_length
2448	-2361.932	-2433.218	71.2853	0.225489	0.420865	0.579134	0.774512	2.283065	0.120038	0.0797878	0.0193158	0.0555826	0.0918085	0.0964295	0.0587436	0.0408858	0.0582614	0.0337717	0.0405187	0.178242	0.0211393	0.0172158	0.00204426	0.0362157	0.0130231	0.0480421	0.0384128	0.0324813	0.00652005	0.0230756	0.0105427	0.0571568	0.0393368	0.00852659	0.00495672	0.0180165	0.0254561	0.0102145	0.0704665	0.116641	0.00541346	0.00917739	0.0445638	0.00549574	0.0189526	0.00730033	0.00548035	0.0334147	0.0224968	0.0255431	0.087833	0.00366917	0.00233959	0.271081	0.0230778	0.000724682	0.00551413	0.0123895	0.0532838	0.0816347	0.3338	0.433487	0.151078	0.109647	0.340255	0.714384	1.39981	2.93897	9.12015	1.598333	0.0568735	0.037803	0.00915171	0.0263347	0.0434983	0.0456877	0.0278324	0.0193714	0.0276039	0.0160008	0.0191975	0.0844501	0.0100157	0.00815677	0.000968558	0.0171588	0.00617029	0.0227621	0.0181998	0.0153894	0.00308916	0.0109331	0.00499509	0.0270805	0.0186375	0.00403985	0.00234846	0.00853609	0.0120609	0.00483957	0.0333866	0.0552639	0.00256486	0.00434819	0.021114	0.00260385	0.00897965	0.00345885	0.00259656	0.0158317	0.0106588	0.0121022	0.0416148	0.00173843	0.00110849	0.128437	0.0109341	0.00034335	0.00261256	0.00587006	0.0252455	2.110621
2484	-2362.858	-2434.332	71.47398	0.109926	0.365733	0.634267	0.890074	0.882452	0.173371	0.161957	0.0511248	0.106446	0.0859859	0.284743	0.0905473	0.0135979	0.0913852	0.0310644	0.0313317	0.075974	0.0256443	0.0368708	0.00124502	0.023034	0.013618	0.0714717	0.040075	0.0304035	0.0227444	0.0387413	0.0136039	0.0273542	0.0279265	0.00524165	0.000905756	0.0436802	0.00455444	0.0102733	0.0236261	0.00353788	0.0609738	0.0854834	0.013951	0.0140345	0.045953	0.0260057	0.0148333	0.126237	0.0195947	0.308106	0.277365	0.00979306	0.0126473	0.0158437	0.0571316	0.0495483	0.000322397	0.0878501	0.0204923	0.227867	0.350488	0.322277	0.0993688	0.159629	0.408654	0.756398	1.32206	2.44706	6.26452	1.32676	0.0596137	0.0556889	0.0175793	0.0366013	0.0295662	0.0979088	0.0311347	0.00467563	0.0314228	0.0106815	0.0107734	0.0261236	0.00881777	0.012678	0.000428099	0.00792025	0.00468255	0.0245755	0.0137798	0.0104542	0.00782065	0.0133212	0.00467769	0.00940573	0.00960251	0.00180234	0.000311444	0.0150194	0.00156604	0.00353248	0.00812383	0.0012165	0.0209658	0.0293934	0.00479703	0.00482577	0.0158009	0.00894207	0.00510042	0.0434067	0.00673762	0.105942	0.0953718	0.00336734	0.00434876	0.00544787	0.0196447	0.0170372	0.000110856	0.0302072	0.00704628	2.908247
2520	-2366.338	-2439.129	72.79099	0.131682	0.378822	0.621178	0.868318	1.056114	0.134611	0.0610853	0.029672	0.0355719	0.0241289	0.215193	0.0318264	0.0297307	0.029296	0.0194146	0.0269669	0.0505216	0.0238977	0.0166751	0.000786788	0.0143227	0.00203229	0.0316117	0.018601	0.017916	0.0205603	0.0154086	0.0174744	0.0055765	0.00663073	0.00722914	0.000754172	0.0149409	0.011516	0.0034402	0.00701536	0.00375855	0.0189527	0.0415116	0.0115963	0.0218258	0.00651339	0.00810131	0.0102462	0.0656295	0.0149004	0.191859	0.16592	0.00847932	0.0119736	0.0155269	0.00393582	0.0265336	0.00323351	0.0695222	0.00746194	0.243319	0.265767	0.300461	0.190453	0.0818675	0.295068	0.683322	1.46344	3.38905	12.2149	1.80959	0.0824877	0.0374323	0.0181826	0.021798	0.0147859	0.131868	0.0195028	0.0182185	0.0179522	0.011897	0.016525	0.030959	0.0146442	0.0102183	0.000482133	0.00877675	0.00124536	0.0193712	0.0113984	0.0109787	0.0125991	0.00944217	0.0107081	0.0034172	0.00406322	0.00442992	0.000462147	0.00915559	0.00705683	0.00210811	0.00429892	0.00230319	0.011614	0.0254377	0.00710608	0.0133745	0.00399132	0.00496437	0.00627874	0.0402169	0.00913075	0.117569	0.101673	0.00519602	0.00733725	0.00951466	0.00241182	0.0162594	0.00198145	0.0426023	0.00457258	1.631889
2556	-2356.602	-2429.486	72.88405	0.166269	0.396435	0.603565	0.833731	1.396417	0.0917975	0.0394465	0.0337142	0.0286886	0.0613058	0.0891318	0.0175898	0.0354157	0.0564501	0.00937109	0.0403511	0.0814266	0.00734788	0.0224717	0.000523619	0.0223963	0.0158056	0.0569375	0.0234707	0.0221104	0.0201292	0.0186364	0.00643702	0.00174138	0.00882176	0.00650497	0.00125674	0.0160606	0.00482499	0.00623331	0.00941916	0.0103104	0.0257953	0.0374505	0.018824	0.0152448	0.0255326	0.0204633	0.0057065	0.053489	0.00693317	0.153989	0.157601	0.0256461	0.0121202	0.016049	0.0167539	0.00058565	0.00196234	0.0200494	0.0104441	0.204982	0.30367	0.469439	0.0219097	0.110965	0.342243	0.715683	1.39727	2.9219	9.01188	1.589698	0.0615773	0.0264605	0.0226153	0.0192442	0.0411236	0.0597892	0.0117991	0.0237567	0.0378664	0.00628608	0.0270673	0.0546205	0.00492892	0.0150739	0.000351241	0.0150233	0.0106023	0.0381934	0.015744	0.0148315	0.0135026	0.0125012	0.00431792	0.00116811	0.00591759	0.0043635	0.000843014	0.0107734	0.00323658	0.00418127	0.00631832	0.00691615	0.0173034	0.0251216	0.012627	0.0102261	0.0171271	0.0137267	0.00382789	0.0358802	0.00465073	0.103295	0.105718	0.0172033	0.00813014	0.0107656	0.0112384	0.000392851	0.00131633	0.013449	0.00700584	1.490768
2592	-2360.344	-2432.338	71.99399	0.148411	0.387749	0.612251	0.851589	1.209248	0.135466	0.0602973	0.0356618	0.0761626	0.086861	0.118933	0.0438161	0.064855	0.0744878	0.0666693	0.0747757	0.0638174	0.0354452	0.0286821	0.00089274	0.0238804	0.014897	0.10633	0.0427463	0.0287702	0.0440104	0.0380298	0.00992729	0.0038094	0.0101412	0.00245234	0.00185036	0.02003	0.00371183	0.00459757	0.0373606	0.00448836	0.042658	0.059287	0.00240473	0.0276918	0.0785084	0.0362467	0.00519776	0.0890967	0.0172441	0.249387	0.304585	0.0295853	0.0199262	0.02405	0.00901776	0.00893966	0.00839717	0.0249676	0.0233893	0.14533	0.261262	0.46318	0.130227	0.172675	0.424614	0.765493	1.30635	2.35508	5.79123	1.269958	0.0558753	0.0248707	0.0147093	0.0314145	0.0358273	0.0490559	0.0180727	0.0267506	0.0307238	0.0274989	0.0308425	0.0263226	0.01462	0.0118304	0.000368226	0.00984987	0.00614451	0.0438575	0.0176314	0.0118668	0.0181528	0.015686	0.00409468	0.00157125	0.00418289	0.00101151	0.000763213	0.0082617	0.00153101	0.00189635	0.01541	0.0018513	0.017595	0.0244539	0.000991871	0.0114219	0.0323821	0.0149506	0.0021439	0.0367495	0.00711264	0.102864	0.125631	0.0122029	0.00821889	0.00991983	0.00371953	0.00368732	0.00346356	0.0102983	0.00964732	2.424436
2628	-2357.872	-2429.195	71.32357	0.264355	0.434442	0.565558	0.735645	3.249737	0.0992358	0.0800246	0.0384908	0.0476609	0.0270613	0.1306	0.0397581	0.0131247	0.04568	0.0390593	0.052473	0.0854001	0.0128819	0.00958775	0.00451264	0.0126208	0.0109538	0.0829796	0.0322491	0.0213513	0.0275615	0.0229268	0.0105862	0.00952182	0.0117493	0.0112304	0.00259442	0.0364541	0.0091097	0.0154635	0.0127611	0.0111114	0.00334309	0.0808258	0.00651382	0.00914542	0.036364	0.00965852	0.000666721	0.0246232	0.00915802	0.177173	0.137023	0.0170705	0.0182065	0.0204185	0.00204037	0.0275082	0.00996162	0.00631375	0.00909835	0.282623	0.0335304	0.529046	0.154801	0.110137	0.340995	0.714868	1.39886	2.9326	9.07964	1.595115	0.0593555	0.0478648	0.0230224	0.0285072	0.016186	0.0781155	0.0237804	0.00785021	0.0273224	0.0233624	0.0313855	0.05108	0.00770497	0.00573469	0.00269913	0.00754884	0.00655175	0.0496323	0.019289	0.0127707	0.0164852	0.0137131	0.00633186	0.00569525	0.00702759	0.00671722	0.00155179	0.0218041	0.00544875	0.00924911	0.00763274	0.00664601	0.00199959	0.0483441	0.00389609	0.00547011	0.0217502	0.00577701	0.000398784	0.0147278	0.00547765	0.105972	0.0819571	0.0102103	0.0108898	0.0122128	0.0012204	0.0164534	0.00595831	0.00377642	0.00544196	1.671888
2664	-2354.221	-2425.027	70.8055	0.250853	0.429892	0.570108	0.749147	2.86311	0.09966	0.113191	0.00586462	0.0348152	0.0914426	0.192779	0.0702187	0.00800744	0.0449592	0.0277136	0.0635895	0.158306	0.01914	0.0159456	0.00637521	0.0250174	0.00962802	0.0653054	0.037583	0.0205826	0.0280692	0.0148188	0.00286445	0.0329564	0.0103174	0.00287579	0.00487156	0.0472372	0.00869582	0.00615931	0.0158812	0.0378777	0.00617464	0.0780325	0.0529773	0.0176951	0.0345289	0.0152077	0.000951089	0.0424532	0.00877711	0.240515	0.199499	0.0432877	0.033865	0.00909625	0.00922662	0.042877	0.00357978	0.00865781	0.00469718	0.316769	0.0208183	0.38204	0.280372	0.109502	0.340034	0.714239	1.40009	2.94088	9.13229	1.599296	0.0458239	0.0520455	0.00269656	0.0160081	0.0420455	0.0886401	0.0322867	0.00368184	0.0206723	0.0127428	0.0292386	0.0727894	0.0088006	0.00733181	0.00293134	0.0115031	0.00442699	0.0300276	0.0172807	0.00946393	0.0129063	0.00681373	0.00131708	0.0151534	0.00474395	0.00132229	0.00223996	0.0217198	0.00399836	0.00283206	0.0073022	0.0174163	0.00283911	0.0358795	0.0243591	0.00813624	0.0158765	0.00699254	0.000437313	0.0195201	0.00403574	0.110589	0.0917303	0.0199038	0.0155712	0.00418247	0.00424242	0.0197149	0.00164599	0.00398088	0.00215978	2.174848
2700	-2369.438	-2440.298	70.86042	0.292091	0.443336	0.556664	0.707908	4.290545	0.0830079	0.0743613	0.020572	0.0323275	0.0633252	0.0705905	0.0214997	0.0165216	0.0320864	0.0143919	0.0276201	0.0952507	0.00871792	0.0284379	0.00469288	0.0194628	0.00318061	0.0404419	0.0307542	0.0137026	0.0174645	0.0100162	0.0124448	0.0321272	0.00416995	0.0123596	0.00600186	0.0132405	0.00272969	0.00803618	0.00451774	0.00711682	0.00962902	0.0268932	0.0259957	0.0133954	0.0439886	0.0124121	0.00120056	0.0170712	0.00933889	0.258893	0.139501	0.0662538	0.00329712	0.0197602	0.00194016	0.00318725	0.00506269	0.0106809	0.00326753	0.298845	0.130948	0.201132	0.369076	0.0893229	0.30788	0.692444	1.44416	3.24802	11.1953	1.746571	0.0552304	0.0494773	0.0136878	0.0215095	0.0421342	0.0469683	0.0143051	0.0109929	0.0213491	0.00957586	0.0183774	0.0633763	0.00580058	0.0189215	0.00312247	0.0129498	0.00211626	0.0269086	0.0204627	0.00911719	0.0116202	0.00666438	0.00828031	0.0213762	0.00277453	0.00822359	0.00399341	0.0088097	0.00181624	0.00534697	0.00300593	0.00473527	0.00640679	0.0178937	0.0172966	0.00891279	0.0292684	0.00825856	0.000798808	0.0113585	0.00621375	0.172258	0.092819	0.0440828	0.00219378	0.0131477	0.00129091	0.00212068	0.00336853	0.00710669	0.00217409	1.50294
2736	-2360.406	-2432.405	71.9991	0.199389	0.410781	0.589219	0.800611	1.830011	0.129415	0.0719497	0.0171421	0.0234101	0.0550295	0.0989847	0.0249042	0.0326103	0.0473907	0.0147305	0.0415106	0.0938832	0.0143991	0.0144307	0.00482253	0.00926672	0.00581905	0.0717957	0.0291343	0.0275852	0.00984985	0.0132779	0.00288433	0.0555718	0.0180329	0.000952048	0.00657698	0.00829465	0.00132005	0.0104487	0.018749	0.0162743	0.0135836	0.0115814	0.0279793	0.0183108	0.023828	0.0132294	0.000461142	0.00727231	0.00508742	0.211733	0.1457	0.0662722	0.0154973	0.0140956	0.00193908	0.0216994	0.00177846	0.00303207	0.00709308	0.166122	0.215634	0.427666	0.190578	0.0661514	0.265934	0.661516	1.51168	3.76033	15.1168	1.963717	0.0808529	0.0449511	0.0107096	0.0146256	0.0343801	0.0618415	0.0155591	0.0203735	0.0296077	0.00920302	0.0259341	0.0586543	0.00899594	0.00901571	0.00301291	0.00578946	0.0036355	0.0448549	0.0182019	0.0172341	0.00615377	0.00829549	0.00180201	0.0347189	0.0112662	0.000594799	0.00410902	0.00518215	0.000824714	0.00652789	0.0117136	0.0101675	0.00848647	0.00723558	0.0174803	0.0114398	0.0148867	0.00826517	0.000288102	0.00454343	0.00317841	0.132282	0.0910274	0.0414041	0.00968204	0.00880636	0.00121146	0.0135569	0.00111111	0.00189431	0.00443146	1.60062
2772	-2378.402	-2448.834	70.43178	0.292575	0.443486	0.556514	0.707425	4.312446	0.0947076	0.0963986	0.0652178	0.0583203	0.0127285	0.093117	0.0531886	0.0160585	0.0458719	0.044014	0.0338781	0.113671	0.00239404	0.00862067	0.0290625	0.0176391	0.0118315	0.0461394	0.0280823	0.0345896	0.00946849	0.0150094	0.0150372	0.00678432	0.0316981	0.00384621	0.00240058	0.19477	0.00573335	0.0272946	0.0292025	0.0341632	0.0206306	0.00831991	0.0468968	0.00580796	0.0115286	0.0177785	0.0603562	0.00074014	0.0157176	0.0104092	0.00590314	0.0196531	0.0185923	0.0364037	0.00888672	0.289402	0.00250666	0.00849928	0.0447784	0.19806	0.269423	0.185155	0.347363	0.111725	0.343385	0.716427	1.39581	2.91219	8.95053	1.584759	0.049488	0.0503716	0.0340786	0.0304744	0.0066511	0.0486568	0.0277929	0.0083911	0.0239697	0.0229988	0.0177025	0.059397	0.00125097	0.0045046	0.0151862	0.00921704	0.00618239	0.0241094	0.014674	0.0180743	0.00494761	0.00784294	0.00785743	0.00354504	0.0165634	0.00200978	0.00125439	0.101774	0.00299587	0.0142624	0.0152593	0.0178515	0.0107802	0.00434744	0.0245052	0.00303486	0.00602408	0.00928987	0.0315382	0.000386749	0.00821297	0.00543917	0.00308459	0.0102694	0.00971512	0.0190222	0.00464362	0.151222	0.00130982	0.00444117	0.0233983	1.913749
2808	-2369.463	-2440.293	70.83053	0.304222	0.447063	0.552936	0.695779	4.889641	0.0519843	0.0542185	0.0251407	0.0274066	0.0423628	0.0578592	0.0324976	0.0240981	0.0495138	0.0169908	0.0759862	0.138435	0.0185537	0.0241137	0.00134927	0.0191021	0.0158296	0.0587257	0.0181292	0.0162298	0.0141078	0.0157437	0.00442142	0.0158427	0.0133722	0.00304097	0.00195808	0.00223286	0.00664542	0.00326402	0.00973556	0.00283008	0.0263448	0.0362453	0.0353427	0.0145353	0.0314263	0.0112539	0.00710276	0.00486635	0.00181336	0.108274	0.0873926	0.0193957	0.0102871	0.00672739	0.00914708	0.00178996	0.00166478	0.0479491	0.00562192	0.0347712	0.588162	0.261151	0.115916	0.0918184	0.312046	0.695353	1.43812	3.20466	10.8911	1.726647	0.0391182	0.0407995	0.0189184	0.0206235	0.031878	0.0435391	0.0244545	0.0181338	0.0372592	0.0127856	0.0571797	0.104172	0.0139617	0.0181456	0.00101533	0.0143744	0.0119118	0.0441912	0.0136423	0.0122129	0.0106161	0.0118472	0.00332712	0.0119216	0.0100626	0.00228833	0.00147345	0.00168023	0.00500068	0.00245618	0.00732601	0.00212963	0.0198245	0.0272746	0.0265954	0.0109378	0.0236483	0.00846856	0.00534483	0.00366194	0.00136455	0.0814765	0.065763	0.0145953	0.00774108	0.00506237	0.00688319	0.00134695	0.00125275	0.0360817	0.0042305	1.328902
2844	-2357.503	-2430.079	72.57556	0.210233	0.415082	0.584917	0.789767	2.003838	0.0587599	0.0451344	0.0166344	0.0385593	0.0256549	0.115494	0.0162745	0.00461445	0.0246208	0.0112541	0.0287746	0.0602664	0.00842248	0.010915	0.000128697	0.00500383	0.0129447	0.0558644	0.0123368	0.0259413	0.00676138	0.0080696	0.00400555	0.0479881	0.0106252	0.00182568	0.00391783	0.0224827	0.0118681	0.00162199	0.000542486	0.0732517	0.00671411	0.00045527	0.0151017	0.00534477	0.0112908	0.0195545	0.0104281	0.0299517	0.0110002	0.0245399	0.00787713	0.011009	0.00151864	0.131556	0.00626737	0.00811331	0.00721798	0.00981594	0.00632093	0.232275	0.173339	0.551482	0.0429032	0.0736779	0.280284	0.672451	1.4871	3.56782	13.5726	1.885801	0.0536798	0.0412324	0.0151963	0.0352256	0.0234369	0.105509	0.0148675	0.00421551	0.0224922	0.0102812	0.0262869	0.0550561	0.00769432	0.00997138	0.00011757	0.00457123	0.0118255	0.0510347	0.0112702	0.0236985	0.00617682	0.00737194	0.00365925	0.0438393	0.00970656	0.00166784	0.00357911	0.0205389	0.010842	0.00148176	0.000495586	0.0669188	0.00613365	0.00041591	0.0137961	0.00488269	0.0103147	0.0178639	0.00952657	0.0273622	0.0100492	0.0224183	0.00719611	0.0100572	0.00138735	0.120182	0.00572553	0.00741188	0.00659395	0.00896731	0.00577445	1.094636
2880	-2361.018	-2433.556	72.53733	0.203258	0.412335	0.587664	0.796742	1.889919	0.0727265	0.0364394	0.0273387	0.0528202	0.0429329	0.0771866	0.0386587	0.00706484	0.0527559	0.0160518	0.0425655	0.0462684	0.0242206	0.0123666	0.00111824	0.0385497	0.0079917	0.0605117	0.0186478	0.0169446	0.00882179	0.0124114	0.00135149	0.00487974	0.0157378	0.00466164	0.00305778	0.0497924	0.0182667	0.00140927	0.0055041	0.0904132	0.00613201	0.000348464	0.022792	0.045737	0.0158307	0.0363641	0.0405504	0.0590351	0.0172181	0.00390034	0.0241793	0.0138911	0.0010459	0.187106	0.00385005	0.0212225	0.00896346	0.0132398	0.0273788	0.236285	0.0777127	0.647592	0.0384104	0.113969	0.346731	0.718599	1.3916	2.88408	8.77429	1.57038	0.0498724	0.0249884	0.0187476	0.0362216	0.0294413	0.0529309	0.0265103	0.00484473	0.0361775	0.0110075	0.0291894	0.0317287	0.0166094	0.0084804	0.000766839	0.0264355	0.00548033	0.041496	0.0127878	0.0116198	0.00604956	0.00851112	0.000926786	0.00334629	0.0107922	0.00319673	0.00209688	0.0341452	0.0125264	0.000966407	0.00377445	0.0620011	0.00420504	0.00023896	0.0156297	0.0313643	0.010856	0.0249368	0.0278075	0.0404834	0.0118074	0.00267467	0.016581	0.00952582	0.000717231	0.128308	0.00264018	0.0145534	0.00614672	0.00907923	0.0187751	1.458252
2916	-2366.385	-2436.378	69.99279	0.237155	0.425102	0.574898	0.762845	2.529405	0.278949	0.109254	0.0689252	0.111478	0.129018	0.173256	0.0894956	0.0321856	0.0567372	0.0766739	0.10191	0.0856505	0.0162547	0.0178736	0.0211247	0.0609215	0.0271259	0.0454438	0.0391979	0.0396449	0.0245722	0.0251953	0.0263255	0.000587053	0.013789	0.00657084	0.00572968	0.0634822	0.0149038	0.0101069	0.0152912	0.295956	0.00301457	0.0274388	0.0143241	0.0954614	0.00717775	0.074118	0.0193227	0.0756856	0.0267104	0.019494	0.0281737	0.0386607	0.000528324	0.220724	0.027211	0.086919	0.0176144	0.0336894	0.0389583	0.253844	0.267749	0.099562	0.378845	0.144682	0.389521	0.745167	1.34198	2.56725	6.91173	1.397851	0.0949174	0.0371758	0.0234531	0.0379326	0.0439007	0.0589536	0.0304525	0.0109517	0.0193059	0.0260897	0.0346768	0.0291442	0.00553097	0.00608184	0.00718808	0.0207296	0.0092301	0.0154631	0.0133378	0.0134899	0.00836113	0.00857315	0.00895772	0.000199756	0.00469196	0.00223585	0.00194963	0.021601	0.00507128	0.00343907	0.00520312	0.100705	0.00102576	0.00933655	0.00487405	0.0324825	0.00244236	0.02522	0.00657491	0.0257534	0.00908871	0.00663318	0.00958661	0.013155	0.000179772	0.0751053	0.00925904	0.0295758	0.00599363	0.0114634	0.0132563	2.938857
2952	-2361.349	-2432.677	71.32758	0.269365	0.436092	0.563909	0.730635	3.410576	0.0888879	0.0666977	0.0173252	0.0457657	0.0473963	0.0635027	0.064324	0.0136854	0.0347747	0.0324429	0.0546589	0.0832813	0.0154845	0.0423598	0.00632062	0.0211724	0.0147972	0.087018	0.0181505	0.0148657	0.0209155	0.0142418	0.0133505	0.0190712	0.0106134	0.00173218	0.000941735	0.00618497	0.0026254	0.0114061	0.0248941	0.00956987	0.0192022	0.0468104	0.0459242	0.0115736	0.0494747	0.0162516	0.0052504	0.0248975	0.00589807	0.121993	0.139218	0.0280381	0.012457	0.0134744	0.00318221	0.000141119	0.0056863	0.0435353	0.0104372	0.241417	0.257447	0.422742	0.078393	0.10365	0.331048	0.708296	1.41184	3.02071	9.64782	1.639003	0.0565479	0.0424312	0.0110218	0.0291149	0.0301522	0.0403986	0.0409211	0.00870623	0.0221227	0.0206393	0.0347724	0.0529812	0.00985082	0.0269481	0.004021	0.0134693	0.00941358	0.0553584	0.0115468	0.00945716	0.0133058	0.0090602	0.00849319	0.0121325	0.00675192	0.00110196	0.000599105	0.0039347	0.0016702	0.00725626	0.0158369	0.00608808	0.0122159	0.0297794	0.0292157	0.00736281	0.0314744	0.0103388	0.00334016	0.0158391	0.00375218	0.0776083	0.0885664	0.0178371	0.00792477	0.00857201	0.00202443	8.97759e-05	0.00361746	0.0276959	0.00663987	1.571903
2988	-2371.283	-2442.576	71.29336	0.225621	0.420915	0.579085	0.774378	2.285702	0.0878874	0.0467808	0.0590135	0.0510248	0.0482033	0.0676776	0.0728765	0.0130892	0.0430326	0.0471569	0.0848974	0.12123	0.0204492	0.0108324	0.010326	0.0218114	0.00858657	0.0534338	0.0324413	0.0281223	0.013054	0.00852185	0.00753114	0.10995	0.0136924	0.0216959	0.00863581	0.0156065	0.00849539	0.0244045	0.004452	0.00651859	0.0176706	0.0479416	0.0450625	0.0158837	0.0412211	0.0117224	0.00586987	0.0302033	0.0128961	0.206208	0.219952	0.00690209	0.0196126	0.0149686	0.0040767	0.00505013	0.00522754	0.0483508	0.00834965	0.0182811	0.305787	0.402729	0.273203	0.0776907	0.287627	0.677899	1.47515	3.47672	12.8715	1.847455	0.0453355	0.0241313	0.0304413	0.0263204	0.024865	0.0349105	0.0375923	0.00675187	0.0221978	0.0243252	0.0437931	0.0625348	0.0105485	0.00558775	0.00532654	0.0112511	0.00442927	0.0275631	0.0167344	0.0145065	0.00673374	0.00439588	0.00388483	0.056716	0.00706304	0.0111916	0.00445466	0.00805041	0.00438223	0.0125887	0.0022965	0.00336252	0.00911516	0.02473	0.0232449	0.00819341	0.0212633	0.00604685	0.00302789	0.0155799	0.00665227	0.10637	0.113459	0.00356035	0.0101169	0.00772133	0.00210291	0.00260504	0.00269655	0.0249411	0.00430705	1.9386
3024	-2372.672	-2445.157	72.48501	0.0926223	0.353732	0.646268	0.907378	0.7605672	0.161857	0.0808188	0.0418399	0.0637995	0.0129314	0.184571	0.00585329	0.0301764	0.0476012	0.0429579	0.0273128	0.125663	0.0224102	0.0187109	0.0125851	0.0133549	0.0118577	0.0538162	0.0276918	0.0353511	0.0143035	0.016927	0.0100467	0.0334491	0.0167353	0.0240905	0.00294504	0.00110236	0.00635586	0.0159127	0.00322379	0.0104572	0.0091459	0.0555554	0.103222	0.0156056	0.0342006	0.0130234	0.00571022	0.00166831	0.000414814	0.270907	0.161378	0.0299562	0.0254839	0.0283553	0.0268488	0.00446155	0.0178835	0.0544296	0.0140738	0.182736	0.276842	0.348089	0.192333	0.0816919	0.294759	0.683099	1.46392	3.3926	12.2411	1.811144	0.0789919	0.0394424	0.0204194	0.0311364	0.00631097	0.0900771	0.00285661	0.0147272	0.0232311	0.020965	0.0133296	0.061328	0.010937	0.00913157	0.00614197	0.00651764	0.00578695	0.0262642	0.0135146	0.0172526	0.0069806	0.00826097	0.00490313	0.0163243	0.00816741	0.011757	0.00143728	0.000537992	0.00310189	0.00776598	0.00157332	0.00510351	0.00446352	0.027113	0.0503758	0.00761608	0.0166911	0.00635588	0.00278679	0.000814196	0.000202444	0.132212	0.0787582	0.0146197	0.012437	0.0138384	0.0131032	0.00217739	0.00872778	0.0265636	0.00686852	2.049032
3060	-2363.542	-2434.968	71.42549	0.232254	0.42334	0.57666	0.767746	2.422064	0.108657	0.0609583	0.0174718	0.0774984	0.0676394	0.0977383	0.040092	0.0236769	0.0345144	0.0440183	0.0573353	0.116816	0.0195358	0.0124172	0.011573	0.0184883	0.0102124	0.0684312	0.0316462	0.00747525	0.00763845	0.0207477	0.0118157	0.0431395	0.0343858	0.00823634	0.012022	0.280878	0.044911	0.0378732	0.0365266	0.0166096	0.0319949	0.0228349	0.0895747	0.011335	0.00363912	0.00429136	0.0285517	0.0397542	0.0120621	0.0128085	0.00859662	0.00275794	0.0413927	0.0615254	0.00850334	0.132033	0.00809405	0.00117352	0.00980575	0.232642	0.216207	0.4955	0.0556508	0.12351	0.360595	0.727442	1.37468	2.77319	8.09654	1.512253	0.0540125	0.0303017	0.00868507	0.0385237	0.0336229	0.0485847	0.0199293	0.0117696	0.0171568	0.0218811	0.0285008	0.0580679	0.00971104	0.00617247	0.00575281	0.00919037	0.00507647	0.0340165	0.015731	0.00371587	0.00379699	0.0103135	0.00587346	0.0214442	0.0170928	0.0040942	0.00597603	0.139622	0.0223248	0.0188264	0.018157	0.00825645	0.0159044	0.011351	0.0445267	0.00563453	0.00180897	0.00213319	0.0141927	0.0197614	0.00599593	0.006367	0.00427329	0.00137095	0.0205759	0.0305836	0.00422692	0.0656324	0.00402347	0.000583345	0.00487434	2.011708
